timestamp,ax,ay,az,gx,gy,gz
2026-03-12 15:23:13.658139,9.996,-0.388,-0.893,-0.0505,0.0069,-0.0125
2026-03-12 15:23:13.962810,9.972,-0.366,-0.967,-0.0521,0.0037,-0.0132
2026-03-12 15:23:14.174686,10.058,-0.357,-0.874,-0.053,0.0035,-0.0109
2026-03-12 15:23:14.403661,10.022,-0.309,-0.998,-0.0533,0.0048,-0.0137
2026-03-12 15:23:14.613287,10.089,-0.278,-0.97,-0.0502,0.0008,-0.0131
2026-03-12 15:23:14.891702,10.099,-0.352,-0.941,-0.0541,0.0025,-0.0103
2026-03-12 15:23:15.140489,10.017,-0.357,-0.828,-0.0522,0.0024,-0.0132
2026-03-12 15:23:15.365663,10.039,-0.345,-0.898,-0.0528,0.0072,-0.0168
2026-03-12 15:23:15.593005,9.993,-0.378,-0.953,-0.0513,0.0016,-0.0109
2026-03-12 15:23:15.798236,10.02,-0.364,-0.927,-0.0554,0.0027,-0.0164
2026-03-12 15:23:16.007222,10.056,-0.371,-0.929,-0.0508,0.0056,-0.0117
2026-03-12 15:23:16.583893,9.644,-1.997,-2.535,-1.3496,0.0448,0.1592
2026-03-12 15:23:17.144624,8.66,2.148,-1.793,0.1323,-0.2124,0.0659
2026-03-12 15:23:17.414592,7.355,1.405,-1.267,-0.2462,0.026,0.3464
2026-03-12 15:23:17.618028,9.914,-0.445,-0.792,-0.1652,-0.2884,0.1146
2026-03-12 15:23:17.924911,9.957,-0.278,-1.113,-0.027,0.0,-0.0211
2026-03-12 15:23:18.207834,9.967,-0.385,-1.116,-0.1118,0.0025,-0.0051
2026-03-12 15:23:18.543279,10.803,0.019,-1.08,-0.0297,0.0117,-0.5217
2026-03-12 15:23:18.777792,10.017,-0.441,-1.061,-0.0514,0.0013,-0.0175
2026-03-12 15:23:19.136585,10.044,-0.316,-1.02,-0.0536,0.0051,-0.0127
2026-03-12 15:23:19.327085,10.044,-0.402,-0.977,-0.05,0.0043,-0.0115
2026-03-12 15:23:19.679789,10.048,-0.326,-1.168,-0.0514,0.0057,-0.0101
2026-03-12 15:23:20.057383,10.01,-0.314,-1.144,-0.0497,0.0032,-0.0113
2026-03-12 15:23:20.374571,10.008,-0.364,-1.087,-0.0532,0.0031,-0.0119
2026-03-12 15:23:20.646765,9.977,-0.39,-1.087,-0.0498,0.004,-0.016
2026-03-12 15:23:20.966411,10.051,-0.402,-1.164,-0.0498,0.0035,-0.0183
