ts_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,imu_temp_c,ambient_temp_c,freefall,logging,samples,battery_v,esp32_temp_c
26458,-0.0157,-0.3348,-0.1128,12.66,-3.11,62.92,26.07,24.4375,0,0,0,3.01,62.22
26467,-0.4003,-0.5178,0.9057,-45.16,27.27,36.39,26.07,24.4375,0,0,0,3.00,61.67
26477,-0.1348,-0.4456,0.4587,18.12,4.87,36.67,26.08,24.4375,0,0,0,3.00,60.00
26496,-0.2110,-0.1464,-0.4373,-40.54,25.03,24.49,26.10,24.4375,0,0,0,3.01,62.22
26535,0.2566,-0.2440,0.5158,10.63,-5.21,18.26,26.05,24.4375,0,0,0,3.00,61.11
26573,-0.1133,-0.2655,0.3723,13.78,8.23,73.98,26.03,24.4375,0,0,0,3.00,61.67
26612,-0.0489,-0.3987,0.6680,13.43,-34.05,15.39,26.07,24.4375,0,0,0,3.00,62.22
26640,0.0980,-0.1806,0.2547,3.84,-2.13,-6.38,26.09,24.4375,0,0,0,3.00,62.22
26679,-0.1085,-0.3494,0.5363,6.01,-1.78,-17.30,26.05,24.5000,0,0,0,3.00,62.78
26717,-0.0753,-0.3011,0.4577,-3.65,4.52,-2.88,26.04,24.5000,0,0,0,3.00,62.78
26746,-0.0885,-0.3245,0.4982,15.25,-6.47,-3.02,26.05,24.5000,0,0,0,2.99,61.11
26785,-0.0411,-0.2899,0.4509,5.87,-2.62,3.84,26.02,24.5000,0,0,0,2.99,62.78
26813,-0.0353,-0.1996,0.3367,3.98,-1.22,12.52,26.01,24.5000,0,0,0,2.99,62.78
26852,-0.1085,-0.3484,0.5197,4.40,-0.94,12.45,26.00,24.5000,0,0,0,2.99,61.67
26890,-0.1002,-0.3367,0.5099,17.21,-8.08,12.17,26.01,24.5000,0,0,0,2.99,62.78
26919,-0.0787,-0.2943,0.3904,18.12,-8.15,12.24,26.05,24.5000,0,0,0,2.99,63.33
26958,-0.1065,-0.3416,0.5119,11.54,-4.93,12.31,26.06,24.5000,0,0,0,2.99,63.33
26987,-0.0631,-0.2543,0.4084,11.19,-4.58,12.31,26.06,24.5000,0,0,0,2.99,63.33
27025,-0.0767,-0.2831,0.4450,9.09,-3.81,12.31,26.00,24.5000,0,0,0,2.99,61.11
27063,-0.0919,-0.3133,0.4787,9.02,-3.53,12.38,26.03,24.5000,0,0,0,2.99,63.33
27092,-0.0797,-0.2904,0.4489,12.17,-4.72,12.24,26.04,24.5000,0,0,0,2.99,63.33
27131,-0.0841,-0.2967,0.4582,10.42,-4.16,12.24,26.02,24.5000,0,0,0,2.99,63.33
27160,-0.0855,-0.3035,0.4670,11.26,-4.72,12.31,25.96,24.5000,0,0,0,2.99,63.89
27198,-0.0850,-0.2992,0.4655,10.70,-4.23,12.38,26.07,24.5000,0,0,0,2.98,62.78
27236,-0.0914,-0.3070,0.4738,10.42,-4.37,12.24,25.99,24.5000,0,0,0,2.99,63.89
27275,-0.0841,-0.3089,0.4719,10.91,-4.37,12.17,26.02,24.5000,0,0,0,2.99,63.33
27304,-0.0899,-0.3084,0.4714,10.70,-4.37,12.24,26.01,24.5000,0,0,0,2.99,63.33
27342,-0.0850,-0.3070,0.4743,10.77,-4.44,12.24,26.04,24.5000,0,0,0,2.99,62.22
27371,-0.0894,-0.3045,0.4694,10.63,-4.23,12.24,26.01,24.5000,0,0,0,2.99,63.89
27409,-0.0880,-0.3084,0.4709,11.05,-4.37,12.17,26.00,24.5000,0,0,0,2.99,63.33
27448,-0.0865,-0.3021,0.4660,10.84,-4.51,12.38,26.03,24.5000,0,0,0,2.98,63.89
27477,-0.0865,-0.3065,0.4694,10.98,-4.30,12.31,26.01,24.5000,0,0,0,2.99,63.89
27496,-0.0865,-0.3055,0.4699,10.84,-4.30,12.24,26.03,24.5000,0,0,0,2.98,63.89
27506,-0.0860,-0.3089,0.4714,10.70,-4.23,12.31,26.03,24.5000,0,0,0,2.99,63.33
27515,-0.0894,-0.3045,0.4689,10.56,-4.58,12.31,26.03,24.5000,0,0,0,2.98,62.78
27525,-0.0870,-0.3050,0.4719,10.77,-4.58,12.24,26.00,24.5000,0,0,0,2.98,63.89
27534,-0.0860,-0.3074,0.4694,10.63,-4.23,12.38,26.00,24.5000,0,0,0,2.99,63.89
27544,-0.0880,-0.3021,0.4675,10.84,-4.16,12.24,26.04,24.5000,0,0,0,2.99,63.33
27554,-0.0865,-0.3089,0.4709,10.70,-4.23,12.24,26.04,24.5000,0,0,0,2.99,61.67
27563,-0.0875,-0.3050,0.4680,10.70,-4.37,12.24,26.00,24.5000,0,0,0,2.99,63.33
27573,-0.0870,-0.3065,0.4709,10.77,-4.30,12.17,26.00,24.5000,0,0,0,2.99,61.67
27582,-0.0880,-0.3070,0.4689,10.84,-4.23,12.31,26.04,24.5000,0,0,0,2.99,61.67
27592,-0.0890,-0.3035,0.4689,10.91,-4.37,12.24,26.04,24.5000,0,0,0,2.99,63.33
27602,-0.0831,-0.3045,0.4709,10.77,-4.23,12.38,26.00,24.5000,0,0,0,2.99,63.33
27611,-0.0850,-0.3045,0.4689,10.84,-4.37,12.17,26.00,24.5000,0,0,0,2.99,63.89
27621,-0.0880,-0.3040,0.4689,10.77,-4.44,12.24,26.06,24.5000,0,0,0,2.99,61.67
27631,-0.0841,-0.3040,0.4680,10.70,-4.30,12.31,26.06,24.5000,0,0,0,2.99,61.67
27640,-0.0855,-0.3065,0.4723,10.84,-4.37,12.17,25.95,24.5000,0,0,0,2.99,62.78
27650,-0.0875,-0.3045,0.4723,10.70,-4.23,12.24,25.95,24.5000,0,0,0,2.99,63.33
27659,-0.0865,-0.3084,0.4704,10.77,-4.44,12.10,26.04,24.5000,0,0,0,2.99,63.33
27669,-0.0870,-0.3065,0.4704,10.63,-4.44,12.24,26.04,24.5000,0,0,0,2.99,63.33
27679,-0.0841,-0.3040,0.4660,10.91,-4.37,12.31,26.04,24.5000,0,0,0,2.99,62.78
27688,-0.0875,-0.3094,0.4689,10.77,-4.37,12.24,26.04,24.5000,0,0,0,2.99,63.89
27698,-0.0890,-0.3065,0.4675,10.70,-4.30,12.31,25.95,24.5000,0,0,0,2.99,63.89
27707,-0.0870,-0.3070,0.4689,10.84,-4.16,12.45,25.95,24.5000,0,0,0,2.99,63.33
27717,-0.0865,-0.3055,0.4699,10.84,-4.23,12.31,26.00,24.5000,0,0,0,2.99,63.33
27727,-0.0880,-0.3065,0.4704,10.70,-4.51,12.31,26.00,24.5000,0,0,0,2.99,63.89
27736,-0.0865,-0.3065,0.4719,10.70,-4.51,12.31,25.98,24.5000,0,0,0,2.99,63.33
27746,-0.0850,-0.3055,0.4704,10.56,-4.30,12.31,25.98,24.5000,0,0,0,2.99,63.33
27755,-0.0860,-0.3094,0.4704,10.70,-4.23,12.31,25.96,24.5000,0,0,0,2.99,61.67
27765,-0.0885,-0.3065,0.4704,10.84,-4.30,12.31,25.96,24.5000,0,0,0,2.99,63.33
27775,-0.0885,-0.3055,0.4699,10.84,-4.30,12.31,26.00,24.5000,0,0,0,2.99,63.89
27784,-0.0875,-0.3045,0.4719,10.84,-4.37,12.24,26.00,24.5000,0,0,0,2.99,63.89
27794,-0.0831,-0.3060,0.4709,10.84,-4.44,12.17,26.04,24.5000,0,0,0,2.99,62.78
27804,-0.0836,-0.3055,0.4684,10.70,-4.30,12.38,26.04,24.5000,0,0,0,2.99,63.89
27813,-0.0880,-0.3070,0.4689,10.70,-4.37,12.31,26.00,24.5000,0,0,0,3.00,63.89
27823,-0.0865,-0.3065,0.4689,10.77,-4.30,12.24,26.00,24.5000,0,0,0,2.99,63.33
27832,-0.0890,-0.3070,0.4699,10.77,-4.44,12.17,26.02,24.5000,0,0,0,2.99,63.33
27842,-0.0885,-0.3045,0.4684,10.70,-4.37,12.31,26.02,24.5000,0,0,0,2.99,62.22
27852,-0.0846,-0.3021,0.4694,10.77,-4.23,12.31,26.00,24.5000,0,0,0,2.99,63.33
27861,-0.0855,-0.3065,0.4684,10.91,-4.23,12.31,26.00,24.5000,0,0,0,2.99,62.22
27871,-0.0875,-0.3070,0.4699,10.84,-4.23,12.24,26.00,24.5000,0,0,0,2.99,63.89
27880,-0.0885,-0.3040,0.4699,10.84,-4.44,12.31,25.95,24.5000,0,0,0,2.99,63.89
27890,-0.0846,-0.3050,0.4719,10.77,-4.37,12.38,25.95,24.5000,0,0,0,2.99,63.33
