ts_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,imu_temp_c,ambient_temp_c,freefall,logging,samples,battery_v,esp32_temp_c
1188310,1.0033,-0.0581,-0.0080,-0.72,-1.15,-0.18,28.54,28.9375,0,0,0,3.32,88.89
1188319,1.0028,-0.0571,-0.0109,-0.72,-1.01,-0.39,28.59,28.9375,0,0,0,3.32,88.89
1188339,1.0043,-0.0576,-0.0148,-0.79,-0.94,-0.39,28.57,28.9375,0,0,0,3.32,88.89
1188367,1.0063,-0.0620,-0.0104,-0.93,-1.15,-0.39,28.55,28.9375,0,0,0,3.32,89.44
1188406,0.9999,-0.0488,-0.0045,-0.58,-0.94,-0.32,28.56,28.9375,0,0,0,3.32,88.33
1188444,1.0033,-0.0615,-0.0192,-0.72,-1.22,-0.39,28.57,28.9375,0,0,0,3.32,89.44
1188473,1.0014,-0.0600,-0.0177,-0.86,-1.01,-0.32,28.52,28.9375,0,0,0,3.32,89.44
1188512,0.9999,-0.0537,-0.0089,-0.58,-1.01,-0.39,28.57,28.9375,0,0,0,3.32,89.44
1188541,1.0053,-0.0590,-0.0128,-0.72,-1.08,-0.25,28.57,28.9375,0,0,0,3.32,89.44
1188579,1.0019,-0.0586,-0.0128,-0.86,-1.01,-0.39,28.52,28.9375,0,0,0,3.32,89.44
1188617,0.9994,-0.0556,-0.0128,-0.72,-1.08,-0.32,28.57,28.9375,0,0,0,3.32,89.44
1188646,0.9994,-0.0556,-0.0104,-0.72,-1.08,-0.32,28.57,28.9375,0,0,0,3.32,89.44
1188685,0.9989,-0.0561,-0.0143,-0.79,-1.01,-0.32,28.56,28.9375,0,0,0,3.32,89.44
1188714,1.0053,-0.0547,-0.0133,-0.65,-1.15,-0.39,28.57,28.9375,0,0,0,3.32,89.44
1188752,1.0028,-0.0561,-0.0070,-0.65,-0.87,-0.32,28.61,28.9375,0,0,0,3.32,88.89
1188790,1.0028,-0.0586,-0.0192,-0.79,-1.01,-0.32,28.55,28.9375,0,0,0,3.32,89.44
1188819,1.0024,-0.0532,-0.0089,-0.86,-1.08,-0.39,28.59,28.9375,0,0,0,3.32,90.00
1188858,1.0004,-0.0600,-0.0123,-0.93,-1.01,-0.25,28.58,28.9375,0,0,0,3.32,89.44
1188887,1.0033,-0.0571,-0.0050,-0.58,-0.87,-0.39,28.57,28.9375,0,0,0,3.32,89.44
1188925,1.0028,-0.0571,-0.0138,-0.72,-1.08,-0.32,28.54,28.9375,0,0,0,3.32,90.00
1188963,1.0072,-0.0537,-0.0060,-0.79,-1.15,-0.39,28.55,28.9375,0,0,0,3.32,90.00
1188992,1.0053,-0.0547,-0.0094,-0.72,-1.15,-0.39,28.54,28.9375,0,0,0,3.32,89.44
1189031,1.0053,-0.0566,-0.0158,-0.72,-1.15,-0.18,28.54,28.9375,0,0,0,3.32,90.00
1189060,1.0028,-0.0551,-0.0114,-0.72,-1.01,-0.32,28.57,28.9375,0,0,0,3.32,89.44
1189098,1.0038,-0.0556,-0.0084,-0.65,-1.01,-0.25,28.51,28.9375,0,0,0,3.32,88.89
1189165,1.0014,-0.0576,-0.0099,-0.86,-1.15,-0.39,28.50,28.9375,0,0,0,3.32,90.00
1189204,1.0004,-0.0522,-0.0070,-0.65,-1.15,-0.32,28.59,28.9375,0,0,0,3.32,90.00
1189233,1.0009,-0.0532,-0.0119,-0.79,-1.08,-0.32,28.55,28.9375,0,0,0,3.32,90.00
1189271,1.0009,-0.0581,-0.0104,-0.79,-1.01,-0.32,28.56,28.9375,0,0,0,3.32,90.00
1189309,1.0048,-0.0605,-0.0099,-0.79,-1.08,-0.32,28.52,28.9375,0,0,0,3.32,89.44
1189338,1.0048,-0.0576,-0.0084,-0.79,-1.15,-0.39,28.54,28.9375,0,0,0,3.32,90.00
1189348,1.0038,-0.0590,-0.0084,-0.79,-1.22,-0.32,28.58,28.9375,0,0,0,3.32,90.00
1189358,1.0028,-0.0586,-0.0099,-0.86,-1.08,-0.46,28.58,28.9375,0,0,0,3.32,90.00
1189367,1.0019,-0.0571,-0.0099,-0.79,-1.08,-0.32,28.57,28.9375,0,0,0,3.32,90.00
1189377,0.9999,-0.0595,-0.0094,-0.79,-1.01,-0.39,28.57,28.9375,0,0,0,3.32,89.44
1189386,1.0063,-0.0551,-0.0070,-0.79,-1.15,-0.25,28.55,28.9375,0,0,0,3.32,90.00
1189396,1.0009,-0.0537,-0.0153,-0.72,-1.08,-0.32,28.55,28.9375,0,0,0,3.32,89.44
1189406,1.0004,-0.0542,-0.0075,-0.65,-1.01,-0.39,28.49,28.9375,0,0,0,3.32,89.44
1189415,1.0053,-0.0532,-0.0070,-0.72,-1.15,-0.32,28.49,28.9375,0,0,0,3.32,89.44
1189425,0.9980,-0.0556,-0.0094,-0.86,-1.01,-0.39,28.63,28.9375,0,0,0,3.32,89.44
