timestamp,ax,ay,az,gx,gy,gz
2026-03-14 19:31:24.891733,10.047367694611083,-0.27469251417449053,0.3723335697957727,-0.02928616017358395,-0.035321423933410936,-0.02123699291186934
2026-03-14 19:31:25.138658,10.09490277524107,-0.2764636079964299,0.552824446209387,-0.023380051349388715,-0.015244069123203412,-0.006558673588045486
2026-03-14 19:31:25.281759,10.035721177542513,-0.4369991396439129,0.4325533768293123,-0.058466025149131975,-0.0009827185375500592,0.007559248053588194
2026-03-14 19:31:25.442650,10.12698382777614,-0.4412888896852782,0.23184516734821403,-0.02598986529119013,0.053193219497544325,-0.013183706686712725
2026-03-14 19:31:25.704412,10.229222405339886,-0.4641705939808042,0.2658710446911998,-0.0470312884018369,-0.041924871344509854,-0.00891649136190955
2026-03-14 19:31:25.960465,10.051332367161178,-0.3520791348572091,0.3643196305978092,-0.03229146970473128,-0.061519371453189794,-0.03744034651690527
2026-03-14 19:31:26.087513,10.132914461271122,-0.28477759951392934,0.32926912905786654,0.012243076100724034,-0.013868330074781339,0.003611434189836808
2026-03-14 19:31:26.323789,10.207233339390982,-0.531300856163993,0.14417101495432139,-0.060852281837809434,-0.05223812798996727,0.04719410913882531
2026-03-14 19:31:26.554796,9.947967295111852,-0.6312489464595442,-0.08133317267952339,-0.09748138239107207,0.033035567519990344,0.023713458228519262
2026-03-14 19:31:26.749953,10.062348985517616,-0.6023801121891537,0.13640037726110552,-0.05024345260046383,0.09790260203691575,-0.003855746552072839
2026-03-14 19:31:26.885622,10.269585773766181,-0.6696092265434311,0.3132210903186748,-0.04459618561636128,0.041669910141303154,-0.06992161605341154
2026-03-14 19:31:27.175488,10.195655248964606,-0.6501624223798161,0.03452013544353563,-0.0749635741590113,-0.027532944884556897,-0.04999808053416137
2026-03-14 19:31:27.320646,10.034312341373298,-0.5728437611874451,-0.10281003167701039,-0.07337976329499254,-0.024221148534742592,-0.012081569839517697
2026-03-14 19:31:27.521823,9.939409439900661,-0.6013264026272453,-0.042311246525799484,-0.07141793633785273,0.01970559192734101,-0.012251267909890126
2026-03-14 19:31:27.841814,10.052356215696769,-0.687276958992358,0.160635416826665,-0.07063269408211878,-0.019471875266967975,-0.02765948053387744
2026-03-14 19:31:28.052919,10.062450387638108,-0.6704123715298033,0.14808834004390722,-0.053665176652163415,0.029398751049237316,-0.05620434783381438
2026-03-14 19:31:28.264020,10.041467616432314,-0.5006898347064523,-0.07942328628753173,-0.04712246721170546,0.05963787255445881,-0.040397928335776816
2026-03-14 19:31:28.434712,10.118820408834384,-0.621129213729789,-0.11792219126393455,-0.05443018401715851,-0.008772476648817373,-0.026067748978423115
2026-03-14 19:31:28.651133,10.086893776745931,-0.7605446894992784,-0.051402677743391315,-0.04994403867868555,0.06705161906805394,-0.004531594559171257
2026-03-14 19:31:28.769144,10.115463464909233,-0.5240991795107277,0.09991254384539833,-0.045393247998622835,0.07049885046848046,-0.003738958604976201
2026-03-14 19:31:28.975918,10.10036229677983,-0.5879803526911609,0.013541205176031572,-0.055744106051510714,-0.009879575192853698,0.03546964775496814
2026-03-14 19:31:29.140794,10.024154731855406,-0.6669564721450905,0.06136951570896132,-0.006261397042404002,0.002539627577911884,0.024451995118889222
2026-03-14 19:31:29.317542,10.136443127840007,-0.5601214714403837,0.2989859395523619,-0.048130878407056446,0.013888233195310486,-0.04617130246119854
2026-03-14 19:31:29.449354,10.148940038894073,-0.653046193965787,0.2419261081013738,-0.14460079148184157,0.023531288597961657,0.038438353807988546
