ts_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,imu_temp_c,ambient_temp_c,freefall,logging,samples,battery_v,esp32_temp_c
459833,0.1830,0.0756,2.1008,-0.07,0.28,-0.84,28.13,26.1250,0,0,0,3.11,73.89
459842,0.1815,0.0732,2.1013,-0.07,0.14,-0.77,28.18,26.1250,0,0,0,3.11,73.89
459862,0.1820,0.0688,2.1008,-0.07,0.28,-0.70,28.12,26.1250,0,0,0,3.11,75.56
459900,0.1815,0.0722,2.0999,0.00,0.49,-0.77,28.16,26.1250,0,0,0,3.11,75.56
459929,0.1796,0.0752,2.0974,0.00,0.56,-0.84,28.15,26.1250,0,0,0,3.11,74.44
459967,0.1767,0.0800,2.1004,-0.14,0.35,-0.77,28.16,26.1250,0,0,0,3.11,75.56
459996,0.1791,0.0737,2.1043,-0.21,0.28,-0.77,28.19,26.1250,0,0,0,3.11,75.56
460035,0.1776,0.0795,2.0999,0.07,0.21,-0.70,28.18,26.1250,0,0,0,3.11,76.11
460073,0.1781,0.0747,2.0999,-0.14,0.00,-0.70,28.17,26.1250,0,0,0,3.11,76.11
460102,0.1810,0.0717,2.1004,-0.14,0.28,-0.77,28.17,26.1250,0,0,0,3.11,76.11
460140,0.1845,0.0732,2.0989,0.00,0.28,-0.70,28.17,26.1250,0,0,0,3.10,76.11
460169,0.1776,0.0820,2.1023,0.07,0.28,-0.77,28.18,26.1250,0,0,0,3.11,76.11
460208,0.1845,0.0830,2.0994,0.14,0.35,-0.70,28.16,26.1250,0,0,0,3.10,75.00
460246,0.1791,0.0761,2.1013,-0.07,0.35,-0.70,28.18,26.1250,0,0,0,3.10,75.56
460275,0.1835,0.0703,2.0974,-0.14,0.14,-0.70,28.17,26.1250,0,0,0,3.11,76.11
460313,0.1845,0.0761,2.0999,0.07,0.21,-0.77,28.12,26.1250,0,0,0,3.11,76.11
460352,0.1801,0.0781,2.1008,-0.07,0.14,-0.70,28.18,26.1250,0,0,0,3.11,76.11
460381,0.1771,0.0756,2.0989,0.00,0.35,-0.70,28.16,26.1250,0,0,0,3.11,76.67
460419,0.1845,0.0752,2.1004,-0.14,0.21,-0.77,28.13,26.1250,0,0,0,3.10,76.67
460448,0.1752,0.0810,2.0974,-0.14,0.35,-0.70,28.13,26.1250,0,0,0,3.11,76.67
460487,0.1850,0.0717,2.0984,0.07,0.28,-0.77,28.12,26.1250,0,0,0,3.10,76.11
460525,0.1825,0.0712,2.0979,0.07,0.35,-0.70,28.17,26.1250,0,0,0,3.10,76.67
460554,0.1781,0.0781,2.1008,0.00,0.28,-0.70,28.18,26.1250,0,0,0,3.11,76.67
460592,0.1845,0.0766,2.0964,-0.07,0.14,-0.77,28.12,26.1250,0,0,0,3.11,76.67
460621,0.1762,0.0810,2.0974,0.00,0.21,-0.77,28.15,26.1250,0,0,0,3.10,76.11
460660,0.1771,0.0747,2.0984,-0.14,0.14,-0.70,28.13,26.1250,0,0,0,3.11,76.67
460698,0.1742,0.0732,2.0979,-0.14,0.14,-0.77,28.14,26.1250,0,0,0,3.10,76.67
460727,0.1703,0.0712,2.1004,-0.07,0.28,-0.77,28.16,26.1250,0,0,0,3.11,76.67
460765,0.1796,0.0693,2.1013,0.07,0.35,-0.70,28.14,26.1875,0,0,0,3.10,76.67
460804,0.1762,0.0795,2.0955,-0.14,0.21,-0.77,28.10,26.1875,0,0,0,3.10,76.67
460833,0.1825,0.0761,2.0979,0.00,0.42,-0.70,28.15,26.1875,0,0,0,3.10,76.67
460871,0.1791,0.0800,2.0994,0.00,0.42,-0.77,28.12,26.1875,0,0,0,3.10,76.11
460881,0.1767,0.0761,2.0989,0.00,0.42,-0.70,28.14,26.1875,0,0,0,3.10,76.67
460890,0.1820,0.0698,2.0994,0.00,0.21,-0.70,28.14,26.1875,0,0,0,3.10,76.67
460900,0.1835,0.0761,2.0945,-0.21,0.07,-0.70,28.18,26.1875,0,0,0,3.11,76.67
460909,0.1806,0.0771,2.1013,-0.21,0.21,-0.77,28.18,26.1875,0,0,0,3.10,76.11
460919,0.1840,0.0742,2.0964,-0.07,0.35,-0.70,28.13,26.1875,0,0,0,3.11,76.67
460929,0.1806,0.0727,2.0989,0.00,0.49,-0.70,28.13,26.1875,0,0,0,3.11,76.11
460938,0.1806,0.0727,2.0984,0.00,0.28,-0.70,28.10,26.1875,0,0,0,3.10,74.44
460948,0.1806,0.0727,2.1038,0.00,0.14,-0.70,28.10,26.1875,0,0,0,3.11,76.67
460958,0.1810,0.0703,2.0969,0.00,0.28,-0.70,28.17,26.1875,0,0,0,3.10,76.11
460967,0.1796,0.0771,2.0989,-0.07,0.21,-0.77,28.17,26.1875,0,0,0,3.10,76.67
460977,0.1791,0.0761,2.1028,0.00,0.28,-0.70,28.13,26.1875,0,0,0,3.11,76.11
460986,0.1757,0.0795,2.1023,-0.07,0.21,-0.77,28.13,26.1875,0,0,0,3.10,76.11
460996,0.1781,0.0815,2.0964,-0.07,0.28,-0.77,28.12,26.1875,0,0,0,3.10,76.67
461006,0.1776,0.0810,2.0969,-0.07,0.35,-0.77,28.12,26.1875,0,0,0,3.11,76.67
461015,0.1767,0.0752,2.1008,0.07,0.35,-0.63,28.12,26.1875,0,0,0,3.11,76.11
461025,0.1791,0.0825,2.0979,0.00,0.21,-0.77,28.12,26.1875,0,0,0,3.11,76.11
461034,0.1776,0.0781,2.0989,-0.07,0.35,-0.70,28.15,26.1875,0,0,0,3.10,75.00
461044,0.1786,0.0766,2.0994,0.00,0.21,-0.63,28.15,26.1875,0,0,0,3.11,76.67
461054,0.1732,0.0781,2.0979,-0.21,0.07,-0.70,28.14,26.1875,0,0,0,3.11,76.67
461063,0.1796,0.0771,2.1008,-0.14,0.14,-0.77,28.14,26.1875,0,0,0,3.11,76.67
461073,0.1840,0.0761,2.0979,-0.14,0.21,-0.77,28.14,26.1875,0,0,0,3.11,75.00
461082,0.1781,0.0747,2.1018,0.07,0.42,-0.77,28.14,26.1875,0,0,0,3.11,76.67
461092,0.1781,0.0776,2.0964,0.00,0.42,-0.84,28.14,26.1875,0,0,0,3.11,76.11
461102,0.1786,0.0761,2.1004,-0.07,0.35,-0.70,28.14,26.1875,0,0,0,3.11,76.67
461111,0.1801,0.0737,2.1013,-0.07,0.07,-0.70,28.19,26.1875,0,0,0,3.11,76.67
461121,0.1840,0.0747,2.1018,-0.07,0.28,-0.70,28.19,26.1875,0,0,0,3.11,76.67
461131,0.1801,0.0781,2.0999,0.00,0.21,-0.84,28.14,26.1875,0,0,0,3.10,75.00
461140,0.1781,0.0742,2.0999,-0.14,0.21,-0.84,28.14,26.1875,0,0,0,3.11,75.56
461150,0.1820,0.0712,2.0989,0.14,0.35,-0.70,28.14,26.1875,0,0,0,3.11,76.11
461159,0.1801,0.0747,2.0960,-0.07,0.28,-0.70,28.14,26.1875,0,0,0,3.11,76.67
461169,0.1815,0.0766,2.0999,-0.14,0.35,-0.70,28.15,26.1875,0,0,0,3.11,76.67
461179,0.1854,0.0737,2.0960,0.00,0.21,-0.70,28.15,26.1875,0,0,0,3.10,76.67
461188,0.1796,0.0732,2.0964,-0.14,0.28,-0.70,28.10,26.1875,0,0,0,3.11,76.67
461198,0.1786,0.0747,2.0964,0.07,0.28,-0.91,28.10,26.1875,0,0,0,3.11,76.67
461207,0.1781,0.0761,2.0964,-0.07,0.07,-0.77,28.12,26.1875,0,0,0,3.11,76.67
461217,0.1801,0.0771,2.0974,-0.07,0.28,-0.77,28.12,26.1875,0,0,0,3.10,76.11
461227,0.1825,0.0771,2.0969,0.00,0.28,-0.77,28.18,26.1875,0,0,0,3.11,76.11
461236,0.1820,0.0756,2.0989,0.00,0.28,-0.70,28.18,26.1875,0,0,0,3.11,76.67
461246,0.1762,0.0766,2.0964,0.00,0.28,-0.70,28.14,26.1875,0,0,0,3.11,75.56
461255,0.1854,0.0795,2.1013,0.07,0.21,-0.70,28.14,26.1875,0,0,0,3.11,76.67
461265,0.1791,0.0727,2.0984,0.00,0.07,-0.70,28.11,26.1875,0,0,0,3.11,76.67
461275,0.1796,0.0791,2.0955,-0.07,0.14,-0.77,28.11,26.1875,0,0,0,3.10,76.11
461284,0.1810,0.0727,2.0960,-0.07,0.35,-0.77,28.14,26.1875,0,0,0,3.11,76.67
461294,0.1762,0.0747,2.0984,-0.07,0.35,-0.70,28.14,26.1875,0,0,0,3.11,75.00
461304,0.1850,0.0732,2.0994,-0.07,0.28,-0.70,28.14,26.1875,0,0,0,3.10,76.67
461313,0.1776,0.0698,2.0989,0.00,0.14,-0.63,28.14,26.1875,0,0,0,3.11,76.67
461323,0.1796,0.0786,2.0969,0.07,0.21,-0.77,28.16,26.1875,0,0,0,3.10,75.00
461332,0.1815,0.0688,2.1013,0.14,0.28,-0.77,28.16,26.1875,0,0,0,3.11,76.67
461342,0.1781,0.0703,2.1018,-0.07,0.35,-0.77,28.17,26.1875,0,0,0,3.11,76.67
461352,0.1801,0.0703,2.1004,0.00,0.28,-0.77,28.17,26.1875,0,0,0,3.10,76.67
461361,0.1742,0.0737,2.1004,-0.14,0.07,-0.70,28.15,26.1875,0,0,0,3.11,76.67
461371,0.1806,0.0771,2.0989,0.07,0.42,-0.70,28.15,26.1875,0,0,0,3.10,76.67
461380,0.1781,0.0781,2.0984,0.00,0.35,-0.70,28.22,26.1875,0,0,0,3.10,73.89
461390,0.1796,0.0703,2.1013,0.00,0.28,-0.84,28.22,26.1875,0,0,0,3.10,76.11
461400,0.1776,0.0708,2.0974,-0.07,0.21,-0.84,28.17,26.1875,0,0,0,3.11,73.89
461409,0.1776,0.0776,2.0989,-0.14,0.28,-0.63,28.17,26.1875,0,0,0,3.11,72.78
461419,0.1747,0.0742,2.0989,-0.07,0.28,-0.77,28.17,26.1875,0,0,0,3.11,71.67
461428,0.1801,0.0737,2.0999,-0.21,0.28,-0.77,28.19,26.1875,0,0,0,3.11,71.67
461438,0.1776,0.0712,2.0994,0.00,0.35,-0.70,28.19,26.1875,0,0,0,3.11,71.11
461448,0.1796,0.0795,2.0964,-0.07,0.28,-0.70,28.19,26.1875,0,0,0,3.11,70.56
461457,0.1762,0.0752,2.0989,-0.14,0.35,-0.77,28.19,26.1875,0,0,0,3.12,70.00
461467,0.1806,0.0752,2.1023,0.00,0.28,-0.84,28.18,26.1875,0,0,0,3.12,73.33
461477,0.1820,0.0742,2.0969,-0.14,0.28,-0.84,28.18,26.1875,0,0,0,3.12,72.22
461486,0.1796,0.0673,2.0979,-0.07,0.28,-0.77,28.22,26.1875,0,0,0,3.12,71.11
461496,0.1786,0.0761,2.1013,-0.07,0.28,-0.70,28.22,26.1875,0,0,0,3.12,70.56
461505,0.1776,0.0752,2.0974,0.00,0.28,-0.77,28.18,26.1875,0,0,0,3.12,70.56
461515,0.1840,0.0766,2.0994,-0.07,0.28,-0.77,28.18,26.1875,0,0,0,3.12,70.56
461525,0.1791,0.0717,2.0999,-0.07,0.28,-0.77,28.22,26.1875,0,0,0,3.12,70.00
461534,0.1796,0.0727,2.1028,-0.07,0.21,-0.70,28.22,26.1875,0,0,0,3.12,70.00
461544,0.1806,0.0732,2.1004,-0.07,0.28,-0.63,28.18,26.1875,0,0,0,3.12,69.44
461553,0.1771,0.0781,2.1043,-0.14,0.21,-0.77,28.18,26.1875,0,0,0,3.12,69.44
461563,0.1801,0.0712,2.0984,0.00,0.35,-0.77,28.15,26.1875,0,0,0,3.12,69.44
461573,0.1762,0.0810,2.0969,-0.14,0.28,-0.77,28.15,26.1875,0,0,0,3.13,70.56
461582,0.1786,0.0766,2.1018,-0.07,0.42,-0.77,28.09,26.1875,0,0,0,3.13,70.00
461592,0.1825,0.0756,2.1004,0.00,0.35,-0.63,28.09,26.1875,0,0,0,3.13,70.00
461602,0.1815,0.0776,2.1038,-0.07,0.21,-0.77,28.05,26.1875,0,0,0,3.13,69.44
461611,0.1854,0.0815,2.1013,0.00,0.21,-0.77,28.05,26.1875,0,0,0,3.13,69.44
461621,0.1840,0.0800,2.0979,-0.14,0.28,-0.70,28.03,26.1875,0,0,0,3.13,68.89
461630,0.1796,0.0800,2.0999,-0.14,0.21,-0.91,28.03,26.1875,0,0,0,3.13,69.44
461640,0.1801,0.0795,2.1018,-0.14,0.28,-0.63,28.07,26.1875,0,0,0,3.13,68.89
461650,0.1810,0.0717,2.0999,-0.07,0.28,-0.91,28.07,26.1875,0,0,0,3.13,68.89
461659,0.1747,0.0703,2.1018,-0.07,0.35,-0.77,28.14,26.1875,0,0,0,3.13,68.89
461669,0.1796,0.0737,2.1033,0.07,0.35,-0.77,28.14,26.1875,0,0,0,3.14,72.22
461678,0.1796,0.0752,2.1018,0.00,0.21,-0.77,28.20,26.1875,0,0,0,3.14,71.11
461688,0.1781,0.0756,2.1028,-0.21,0.35,-0.77,28.20,26.1875,0,0,0,3.14,70.56
461698,0.1771,0.0708,2.1013,-0.07,0.21,-0.77,28.25,26.1875,0,0,0,3.13,69.44
461707,0.1801,0.0747,2.1018,-0.07,0.21,-0.70,28.25,26.1875,0,0,0,3.13,69.44
461717,0.1786,0.0766,2.1008,-0.14,0.21,-0.77,28.25,26.1875,0,0,0,3.13,69.44
461726,0.1776,0.0737,2.0994,-0.07,0.14,-0.70,28.25,26.1875,0,0,0,3.13,68.89
461736,0.1825,0.0727,2.1038,-0.14,0.28,-0.70,28.30,26.1875,0,0,0,3.13,68.33
461746,0.1776,0.0693,2.0999,-0.07,0.21,-0.70,28.30,26.0625,0,0,0,3.14,68.89
461755,0.1771,0.0766,2.1018,0.00,0.28,-0.77,28.29,26.0625,0,0,0,3.13,68.33
461765,0.1762,0.0752,2.1023,0.00,0.28,-0.70,28.29,26.0625,0,0,0,3.14,68.33
461775,0.1801,0.0756,2.1043,-0.07,0.28,-0.70,28.20,26.0625,0,0,0,3.14,68.89
461784,0.1752,0.0732,2.1057,0.00,0.35,-0.84,28.20,26.0625,0,0,0,3.14,69.44
461794,0.1830,0.0742,2.1028,-0.14,0.21,-0.63,28.27,26.0625,0,0,0,3.14,68.89
461803,0.1771,0.0717,2.1043,-0.14,0.28,-0.63,28.27,26.0625,0,0,0,3.14,68.33
461813,0.1806,0.0756,2.1033,-0.21,0.14,-0.70,28.33,26.0625,0,0,0,3.14,68.33
461823,0.1801,0.0756,2.1004,-0.07,0.14,-0.70,28.33,26.0625,0,0,0,3.14,68.33
461832,0.1771,0.0771,2.1043,-0.14,0.21,-0.77,28.25,26.0625,0,0,0,3.14,68.33
461842,0.1786,0.0830,2.1047,-0.07,0.35,-0.84,28.25,26.0625,0,0,0,3.14,68.33
461851,0.1830,0.0742,2.1004,0.00,0.35,-0.84,28.18,26.0625,0,0,0,3.14,68.89
461861,0.1767,0.0791,2.0979,-0.07,0.28,-0.77,28.18,26.0625,0,0,0,3.14,68.33
461871,0.1806,0.0747,2.0989,-0.07,0.42,-0.77,28.23,26.0625,0,0,0,3.14,68.33
461880,0.1810,0.0752,2.1018,-0.14,0.28,-0.77,28.23,26.0625,0,0,0,3.14,69.44
461890,0.1801,0.0771,2.1023,-0.07,0.35,-0.63,28.23,26.0625,0,0,0,3.14,68.89
461899,0.1801,0.0766,2.1033,0.00,0.14,-0.70,28.23,26.0625,0,0,0,3.14,68.89
461909,0.1796,0.0722,2.1028,0.00,0.21,-0.70,28.24,26.0625,0,0,0,3.14,68.33
461919,0.1825,0.0722,2.1038,-0.14,0.28,-0.70,28.24,26.0625,0,0,0,3.14,67.78
461928,0.1830,0.0756,2.1013,0.00,0.35,-0.77,28.22,26.0625,0,0,0,3.14,67.78
461938,0.1815,0.0737,2.1033,-0.14,0.28,-0.77,28.22,26.0625,0,0,0,3.14,68.33
461948,0.1781,0.0766,2.1023,-0.07,0.28,-0.77,28.25,26.0625,0,0,0,3.14,67.78
461957,0.1801,0.0737,2.1052,-0.07,0.28,-0.84,28.25,26.0625,0,0,0,3.14,68.89
461967,0.1810,0.0742,2.0994,-0.07,0.35,-0.77,28.25,26.0625,0,0,0,3.14,68.33
461976,0.1820,0.0727,2.0999,-0.07,0.35,-0.77,28.25,26.0625,0,0,0,3.14,71.11
461986,0.1864,0.0771,2.1028,-0.07,0.49,-0.77,28.25,26.0625,0,0,0,3.14,70.00
461996,0.1820,0.0737,2.1033,0.00,0.35,-0.70,28.25,26.0625,0,0,0,3.14,69.44
462005,0.1747,0.0761,2.1033,-0.07,0.28,-0.77,28.22,26.0625,0,0,0,3.14,68.89
462015,0.1840,0.0752,2.0974,-0.07,0.14,-0.70,28.22,26.0625,0,0,0,3.14,68.89
462024,0.1840,0.0747,2.1043,-0.07,0.21,-0.77,28.21,26.0625,0,0,0,3.14,68.33
462034,0.1757,0.0737,2.1013,0.00,0.28,-0.77,28.21,26.0625,0,0,0,3.14,67.78
462044,0.1830,0.0747,2.1028,-0.14,0.28,-0.77,28.20,26.0625,0,0,0,3.14,68.33
462053,0.1840,0.0717,2.1028,-0.07,0.28,-0.70,28.20,26.0625,0,0,0,3.14,67.78
462063,0.1796,0.0737,2.1013,-0.07,0.28,-0.84,28.25,26.0625,0,0,0,3.14,67.78
462072,0.1825,0.0747,2.1013,-0.07,0.28,-0.77,28.25,26.0625,0,0,0,3.14,67.78
462082,0.1835,0.0712,2.1013,-0.07,0.35,-0.77,28.35,26.0625,0,0,0,3.14,68.33
462092,0.1791,0.0776,2.1023,-0.07,0.21,-0.77,28.35,26.0625,0,0,0,3.14,68.33
462101,0.1830,0.0742,2.1023,0.00,0.14,-0.77,28.20,26.0625,0,0,0,3.14,68.33
462111,0.1806,0.0771,2.1047,-0.07,0.21,-0.70,28.20,26.0625,0,0,0,3.14,68.33
462121,0.1869,0.0742,2.1008,0.00,0.28,-0.63,28.21,26.0625,0,0,0,3.14,67.78
462130,0.1776,0.0752,2.1004,-0.07,0.35,-0.70,28.21,26.0625,0,0,0,3.14,68.33
462140,0.1781,0.0756,2.1008,-0.07,0.21,-0.77,28.25,26.0625,0,0,0,3.14,67.22
462149,0.1776,0.0737,2.1052,-0.07,0.35,-0.70,28.25,26.0625,0,0,0,3.14,67.22
462159,0.1830,0.0761,2.1023,0.00,0.28,-0.70,28.21,26.0625,0,0,0,3.14,67.78
462169,0.1801,0.0712,2.1052,0.00,0.21,-0.77,28.21,26.0625,0,0,0,3.14,67.22
462178,0.1801,0.0737,2.1062,-0.07,0.28,-0.77,28.21,26.0625,0,0,0,3.14,67.22
462188,0.1845,0.0712,2.1047,-0.21,0.21,-0.70,28.25,26.0625,0,0,0,3.15,68.89
462197,0.1796,0.0737,2.1047,-0.14,0.28,-0.70,28.25,26.0625,0,0,0,3.14,68.33
462207,0.1810,0.0698,2.1013,-0.07,0.21,-0.70,28.24,26.0625,0,0,0,3.14,67.78
462217,0.1767,0.0752,2.1008,-0.07,0.21,-0.77,28.24,26.0625,0,0,0,3.14,67.78
462226,0.1762,0.0742,2.1033,-0.07,0.21,-0.77,28.19,26.0625,0,0,0,3.14,67.22
462236,0.1781,0.0708,2.1023,0.00,0.28,-0.77,28.19,26.0625,0,0,0,3.14,67.22
462246,0.1820,0.0756,2.1013,0.00,0.35,-0.63,28.25,26.0625,0,0,0,3.14,67.22
462255,0.1757,0.0747,2.1062,-0.07,0.28,-0.70,28.25,26.0625,0,0,0,3.14,66.67
462265,0.1791,0.0727,2.0999,-0.21,0.28,-0.70,28.25,26.0625,0,0,0,3.14,66.67
462274,0.1810,0.0771,2.1043,-0.07,0.35,-0.77,28.25,26.0625,0,0,0,3.14,67.22
462284,0.1776,0.0727,2.1062,0.14,0.35,-0.70,28.29,26.0625,0,0,0,3.15,70.00
462294,0.1815,0.0732,2.1008,-0.21,0.14,-0.63,28.29,26.0625,0,0,0,3.15,69.44
462303,0.1762,0.0737,2.1023,-0.14,0.28,-0.70,28.27,26.0625,0,0,0,3.14,68.33
462313,0.1781,0.0752,2.1023,-0.14,0.21,-0.70,28.27,26.0625,0,0,0,3.14,67.78
462322,0.1810,0.0791,2.1052,-0.14,0.28,-0.77,28.22,26.0625,0,0,0,3.14,68.33
462332,0.1776,0.0761,2.1072,0.00,0.42,-0.84,28.22,26.0625,0,0,0,3.14,67.78
462342,0.1752,0.0791,2.1038,0.00,0.42,-0.77,28.12,26.0625,0,0,0,3.14,67.78
462351,0.1830,0.0795,2.1004,0.00,0.28,-0.70,28.12,26.0625,0,0,0,3.14,67.78
462361,0.1747,0.0727,2.1033,0.00,0.28,-0.77,28.12,26.0625,0,0,0,3.14,67.22
462370,0.1820,0.0742,2.1028,-0.07,0.21,-0.77,28.12,26.0625,0,0,0,3.14,66.67
462380,0.1825,0.0776,2.1052,-0.07,0.28,-0.77,28.11,26.0625,0,0,0,3.14,67.22
462390,0.1830,0.0766,2.1018,0.00,0.35,-0.77,28.11,26.0625,0,0,0,3.15,70.00
462399,0.1815,0.0766,2.1057,0.07,0.35,-0.84,28.22,26.0625,0,0,0,3.15,68.89
462409,0.1801,0.0727,2.1043,-0.14,0.21,-0.77,28.22,26.0625,0,0,0,3.14,68.33
462419,0.1815,0.0752,2.1033,0.00,0.21,-0.77,28.17,26.0625,0,0,0,3.14,67.78
462428,0.1771,0.0698,2.1008,-0.14,0.21,-0.77,28.17,26.0625,0,0,0,3.14,67.22
462438,0.1845,0.0756,2.1028,-0.14,0.28,-0.63,28.27,26.0625,0,0,0,3.14,67.22
462447,0.1810,0.0761,2.1038,0.00,0.28,-0.77,28.27,26.0625,0,0,0,3.14,67.22
462457,0.1810,0.0752,2.0994,-0.07,0.21,-0.77,28.30,26.0625,0,0,0,3.14,66.67
462467,0.1767,0.0747,2.1047,-0.14,0.35,-0.77,28.30,26.0625,0,0,0,3.14,66.67
462476,0.1801,0.0732,2.1038,-0.07,0.21,-0.63,28.33,26.0625,0,0,0,3.14,66.67
462486,0.1786,0.0698,2.1077,-0.07,0.14,-0.70,28.33,26.0625,0,0,0,3.14,66.67
462495,0.1820,0.0747,2.1033,-0.14,0.14,-0.77,28.20,26.0625,0,0,0,3.15,70.00
462505,0.1771,0.0737,2.1072,-0.07,0.07,-0.63,28.20,26.0625,0,0,0,3.14,68.33
462515,0.1820,0.0756,2.1018,-0.07,0.28,-0.70,28.33,26.0625,0,0,0,3.14,67.78
462524,0.1747,0.0727,2.1052,-0.07,0.35,-0.70,28.33,26.0625,0,0,0,3.14,67.22
462534,0.1742,0.0771,2.1067,-0.07,0.42,-0.77,28.30,26.0625,0,0,0,3.14,67.22
462543,0.1791,0.0805,2.1033,-0.07,0.28,-0.77,28.30,26.0625,0,0,0,3.14,67.22
462553,0.1791,0.0756,2.1023,-0.07,0.14,-0.70,28.38,26.0625,0,0,0,3.14,67.22
462563,0.1825,0.0732,2.1047,-0.07,0.28,-0.77,28.38,26.0625,0,0,0,3.14,67.22
462572,0.1815,0.0761,2.1043,-0.14,0.35,-0.91,28.18,26.0625,0,0,0,3.14,67.22
462582,0.1845,0.0742,2.1052,-0.21,0.14,-0.91,28.18,26.0625,0,0,0,3.14,67.78
462592,0.1840,0.0781,2.1004,-0.07,0.14,-0.70,28.37,26.0625,0,0,0,3.14,67.78
462601,0.1869,0.0717,2.1043,-0.21,0.14,-0.77,28.37,26.0625,0,0,0,3.14,67.78
462611,0.1830,0.0742,2.1038,-0.07,0.42,-0.63,28.29,26.0625,0,0,0,3.14,67.22
462620,0.1776,0.0815,2.1086,-0.07,0.35,-0.77,28.29,26.0625,0,0,0,3.14,67.22
462630,0.1810,0.0752,2.1047,-0.07,0.35,-0.84,28.28,26.0625,0,0,0,3.14,67.22
462640,0.1835,0.0747,2.1028,-0.07,0.21,-0.84,28.28,26.0625,0,0,0,3.14,66.67
462649,0.1806,0.0712,2.1047,-0.07,0.21,-0.84,28.41,26.0625,0,0,0,3.14,67.22
462659,0.1801,0.0752,2.1038,0.00,0.14,-0.70,28.41,26.0625,0,0,0,3.14,67.22
462668,0.1796,0.0732,2.1062,-0.14,0.14,-0.77,28.37,26.0625,0,0,0,3.14,67.22
462678,0.1815,0.0776,2.1018,0.00,0.35,-0.84,28.37,26.0625,0,0,0,3.15,67.78
462688,0.1815,0.0776,2.1028,0.00,0.21,-0.70,28.29,26.0625,0,0,0,3.14,67.22
462697,0.1762,0.0810,2.1023,-0.28,0.28,-0.84,28.29,26.0625,0,0,0,3.15,70.56
462707,0.1884,0.0781,2.1033,-0.14,0.35,-0.70,28.29,26.0625,0,0,0,3.14,68.33
