ts_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,imu_temp_c,ambient_temp_c,freefall,logging,samples,battery_v,esp32_temp_c
730679,0.1840,0.0795,2.0955,-0.07,0.42,-0.77,28.42,26.3125,0,0,3600,3.04,72.22
730688,0.1913,0.0698,2.0960,-0.07,0.35,-0.84,28.46,26.3125,0,0,3600,3.04,71.67
730698,0.1835,0.0698,2.1013,-0.14,0.14,-0.77,28.46,26.3125,0,0,3600,3.04,72.22
730717,0.1791,0.0756,2.0999,0.07,0.21,-0.70,28.36,26.3125,0,0,3600,3.04,70.56
730756,0.1928,0.0708,2.1028,-0.07,0.35,-0.70,28.41,26.3125,0,0,3600,3.04,72.78
730785,0.1757,0.0869,2.1004,-0.07,0.42,-0.84,28.39,26.3125,0,0,3600,3.03,72.22
730823,0.1879,0.0732,2.0984,0.07,0.21,-0.77,28.40,26.3750,0,0,3600,3.03,72.78
730861,0.1732,0.0839,2.1023,-0.14,0.14,-0.77,28.43,26.3750,0,0,3600,3.03,72.78
730890,0.1898,0.0634,2.0964,-0.14,0.07,-0.77,28.40,26.3750,0,0,3600,3.03,72.78
730929,0.1796,0.0742,2.0974,-0.28,-0.07,-0.70,28.38,26.3750,0,0,3600,3.03,72.78
730958,0.1850,0.0703,2.0969,0.07,0.35,-0.77,28.39,26.3750,0,0,3600,3.03,72.78
730996,0.1771,0.0859,2.0950,0.00,0.49,-0.77,28.38,26.3750,0,0,3600,3.03,73.33
731035,0.1737,0.0781,2.0994,-0.07,0.35,-0.84,28.36,26.3750,0,0,3600,3.03,73.33
731063,0.1864,0.0795,2.0984,-0.14,0.49,-0.84,28.39,26.3750,0,0,3600,3.03,71.67
731102,0.1820,0.0737,2.1013,-0.14,0.35,-0.70,28.30,26.3750,0,0,3600,3.03,73.89
731131,0.1825,0.0722,2.0984,0.07,0.42,-0.84,28.36,26.3750,0,0,3600,3.03,73.33
731169,0.1815,0.0717,2.0994,0.00,0.28,-0.70,28.47,26.3750,0,0,3600,3.03,73.33
731208,0.1830,0.0830,2.0964,-0.07,0.35,-0.77,28.43,26.3750,0,0,3600,3.03,73.33
731236,0.1845,0.0771,2.1028,-0.21,0.14,-0.77,28.46,26.3750,0,0,3600,3.02,72.22
731275,0.1771,0.0766,2.0974,0.00,0.21,-0.77,28.39,26.3750,0,0,3600,3.03,73.89
731304,0.1850,0.0727,2.0969,0.00,0.28,-0.77,28.34,26.3750,0,0,3600,3.03,72.22
731342,0.1840,0.0761,2.0969,-0.07,0.21,-0.77,28.35,26.3750,0,0,3600,3.03,73.89
731381,0.1810,0.0752,2.0964,-0.14,0.00,-0.70,28.43,26.3750,0,0,3600,3.03,73.89
731409,0.1806,0.0781,2.1018,-0.07,0.14,-0.63,28.39,26.3750,0,0,3600,3.03,72.78
731448,0.1810,0.0766,2.0950,0.00,0.14,-0.70,28.31,26.3750,0,0,3600,3.03,73.89
731477,0.1859,0.0761,2.0969,-0.07,0.14,-0.70,28.39,26.3750,0,0,3600,3.03,73.89
731515,0.1825,0.0727,2.1013,-0.14,0.35,-0.77,28.36,26.3750,0,0,3600,3.03,74.44
731554,0.1850,0.0766,2.0906,-0.14,0.21,-0.70,28.40,26.3750,0,0,3600,3.03,74.44
731582,0.1820,0.0756,2.0960,-0.14,0.28,-0.70,28.34,26.3750,0,0,3600,3.03,74.44
731621,0.1810,0.0815,2.0994,-0.07,0.35,-0.70,28.34,26.3750,0,0,3600,3.03,74.44
731650,0.1801,0.0776,2.0940,0.14,0.42,-0.70,28.33,26.3750,0,0,3600,3.02,74.44
731688,0.1815,0.0752,2.0989,-0.07,0.35,-0.84,28.35,26.3750,0,0,3600,3.02,72.78
731717,0.1791,0.0752,2.0969,-0.07,0.07,-0.70,28.35,26.3750,0,0,3600,3.03,74.44
731727,0.1820,0.0756,2.0974,-0.14,0.14,-0.77,28.35,26.3750,0,0,3600,3.03,73.89
731736,0.1830,0.0742,2.0979,-0.14,0.35,-0.70,28.30,26.3750,0,0,3600,3.03,73.89
731746,0.1767,0.0708,2.0964,-0.14,0.42,-0.63,28.30,26.3750,0,0,3600,3.03,74.44
731755,0.1791,0.0722,2.0960,-0.07,0.28,-0.70,28.30,26.3750,0,0,3600,3.03,74.44
731765,0.1762,0.0766,2.0940,-0.14,0.21,-0.70,28.30,26.3750,0,0,3600,3.03,73.89
731775,0.1810,0.0781,2.0989,0.07,0.35,-0.77,28.28,26.3750,0,0,3600,3.03,74.44
731784,0.1776,0.0805,2.0964,0.00,0.35,-0.77,28.28,26.3750,0,0,3600,3.03,73.89
731794,0.1796,0.0795,2.0916,0.00,0.35,-0.77,28.32,26.3750,0,0,3600,3.03,74.44
731803,0.1820,0.0791,2.0935,-0.07,0.49,-0.70,28.32,26.3750,0,0,3600,3.03,73.89
731813,0.1757,0.0786,2.0984,-0.14,0.35,-0.70,28.34,26.3750,0,0,3600,3.03,74.44
731823,0.1791,0.0800,2.0974,-0.14,0.21,-0.70,28.34,26.3750,0,0,3600,3.03,74.44
