timestamp,ax,ay,az,gx,gy,gz
2026-03-13 14:40:08.918,-1.13489412263904,0.123784486855127,-9.72808008152185,0.119933291085207,-0.000389193670841778,-0.194648180985798
2026-03-13 14:40:09.159,-1.1208465756307,0.286145200403309,-9.60200971934534,-0.0203060796605898,0.0559497874345682,-0.0352470506799663
2026-03-13 14:40:09.403,-0.99343668465363,0.352602349666688,-9.5851911694963,-0.0668064809285477,0.035548310992955,0.0528960488637695
2026-03-13 14:40:09.623,-0.810103761751981,0.350301854012842,-9.71132939732595,-0.0183790154729537,-0.0535790537043743,0.0591609813839663
2026-03-13 14:40:09.960,-0.711007712375539,0.37778117212308,-9.85209099234912,0.0380541228160986,-0.122898129844134,0.0296942121046177
2026-03-13 14:40:10.345,-0.747639168755185,0.473020920881954,-9.84434058699587,0.0309650902332503,-0.102753963978861,0.00654367450868169
2026-03-13 14:40:10.612,-0.8583524306899,0.583770280277511,-9.71246200861899,-0.0236861401985676,-0.0185601666902581,-0.0108227284835064
2026-03-13 14:40:10.772,-0.946812022702927,0.647328818784228,-9.61484378713295,-0.0671658958658839,0.052403647305416,-0.0369422039726307
2026-03-13 14:40:11.090,-0.953637209797859,0.65384306203333,-9.62907361201887,-0.0736933041518083,0.0696237327691106,-0.0637680555629753
2026-03-13 14:40:11.346,-0.888527511953979,0.625672589441074,-9.71293666192534,-0.0593628571101413,0.0462454935053313,-0.0717791847505957
2026-03-13 14:40:11.547,-0.815565111912167,0.581834978752696,-9.80183445062699,-0.0448522619146812,0.00706588941077033,-0.0550776511384092
2026-03-13 14:40:11.743,-0.794801308426894,0.539697201730098,-9.86041886572515,-0.0355636542084722,-0.0304146535576291,-0.0248312838861936
2026-03-13 14:40:11.942,-0.817196871488039,0.502735887324142,-9.84966048407377,-0.0293340054629229,-0.0416253565076242,-0.00315387807137921
2026-03-13 14:40:12.156,-0.801749746881825,0.442494087186847,-9.70239915600829,-0.022527648999819,-0.00350835820033626,-0.0137897856985026
2026-03-13 14:40:12.476,-0.708228876931031,0.356913568399355,-9.46975415685984,-0.010650494887655,0.0664538175427804,-0.062085816275985
2026-03-13 14:40:12.695,-0.688261099634805,0.35132998992762,-9.51124711234617,0.00365610281867723,0.110912335625536,-0.117811427623519
2026-03-13 14:40:12.896,-0.969249841270139,0.530824598983349,-10.1829192826007,0.00758859401164397,0.0970007408903533,-0.132434866590481
2026-03-13 14:40:13.227,-1.30277711400724,0.664472508118663,-10.8994810728153,-0.00699098918281642,0.0546882572965919,-0.0891986513468894
2026-03-13 14:40:13.444,-0.684916938907622,0.0954682237326831,-9.83390935562776,-0.030603418443092,0.0287624981562463,-0.0261065148986226
2026-03-13 14:40:13.738,1.66599898064832,-1.59539504665058,-5.69345457138906,-0.0466887306889271,0.0234529978605051,0.007481976297575
2026-03-13 14:40:20.003,4.96770900146209,-3.81689292898181,0.0739781151081138,-0.0502186558179077,0.0179853911854766,0.0038795370010031
2026-03-13 14:40:20.292,7.39028351565162,-5.39100273807016,4.28122460158095,-0.0481497533780766,0.00630144544194693,-0.0101585591910611
2026-03-13 14:40:20.561,8.05010672585978,-5.8112168109715,5.43215375745447,-0.0471391614012633,-0.00248812417456218,-0.0151035122904024
2026-03-13 14:40:20.752,7.65490156170022,-5.57199501961356,4.7695893594321,-0.0480646896062483,-0.00387767806134335,-0.0125644739907829
2026-03-13 14:40:20.958,7.26236277993853,-5.33811819019755,4.09785380299945,-0.0491209936223503,-0.00150261324175042,-0.00999277962843919
2026-03-13 14:40:21.275,7.25765005400119,-5.32698228655063,4.04163021394061,-0.0492334428605192,0.000838799172998394,-0.00911097083403534
2026-03-13 14:40:21.536,7.49288668518774,-5.44235902643637,4.34417487268934,-0.0486931382657824,0.00233083968906248,-0.0081400174807515
