ts_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,imu_temp_c,ambient_temp_c,freefall,logging,samples,battery_v,esp32_temp_c
1235986,-0.0424,-0.1661,-4.0268,-0.29,-0.93,0.06,29.37,29.1250,0,0,0,3.34,95.00
1236034,-0.0546,-0.1705,-4.0263,0.13,-0.37,0.13,29.34,29.1250,0,0,0,3.34,95.00
1236072,-0.0546,-0.1686,-4.0287,0.27,0.05,0.06,29.35,29.1250,0,0,0,3.34,95.00
1236111,-0.0419,-0.1740,-4.0268,0.55,0.33,-0.01,29.37,29.1250,0,0,0,3.34,95.00
1236149,-0.0585,-0.1671,-4.0346,0.55,0.75,-0.08,29.34,29.1250,0,0,0,3.34,95.00
1236188,-0.0468,-0.1749,-4.0317,0.62,1.10,-0.08,29.33,29.1250,0,0,0,3.34,95.00
1236236,-0.0360,-0.1813,-4.0180,0.69,1.10,-0.08,29.34,29.1250,0,0,0,3.34,95.00
1236274,-0.0409,-0.1725,-4.0302,0.83,1.24,-0.01,29.29,29.1250,0,0,0,3.34,95.00
1236313,-0.0434,-0.1774,-4.0326,0.76,1.17,-0.08,29.35,29.1250,0,0,0,3.34,95.00
1236351,-0.0351,-0.1735,-4.0214,0.83,0.96,-0.01,29.35,29.1250,0,0,0,3.34,95.00
1236399,-0.0424,-0.1813,-4.0336,0.76,0.96,-0.08,29.38,29.1250,0,0,0,3.34,95.00
1236438,-0.0458,-0.1779,-4.0331,0.55,1.03,-0.08,29.36,29.1250,0,0,0,3.34,95.00
1236476,-0.0453,-0.1720,-4.0253,0.48,1.10,-0.01,29.34,29.1250,0,0,0,3.34,95.00
1236515,-0.0443,-0.1759,-4.0302,0.48,1.03,-0.01,29.39,29.1250,0,0,0,3.34,95.00
1236601,-0.0282,-0.1813,-4.0243,0.13,1.03,-0.08,29.39,29.1250,0,0,0,3.34,95.00
1236639,-0.0243,-0.1803,-4.0258,-0.01,0.61,0.06,29.34,29.1250,0,0,0,3.34,95.00
1236678,-0.0351,-0.1813,-4.0229,-0.15,0.05,0.06,29.29,29.1250,0,0,0,3.34,95.00
1236716,-0.0297,-0.1779,-4.0243,-0.29,-0.37,0.13,29.37,29.1250,0,0,0,3.34,95.00
1236764,-0.0380,-0.1744,-4.0292,-0.29,-0.79,-0.01,29.36,29.1250,0,0,0,3.34,95.00
1236803,-0.0453,-0.1744,-4.0273,-0.57,-1.00,-0.01,29.30,29.1250,0,0,0,3.34,95.00
1236841,-0.0468,-0.1774,-4.0292,-0.57,-0.93,0.06,29.35,29.1250,0,0,0,3.34,95.00
1236880,-0.0419,-0.1754,-4.0273,-0.57,-0.93,-0.01,29.35,29.1250,0,0,0,3.33,95.00
1236928,-0.0473,-0.1779,-4.0346,-0.85,-1.14,-0.01,29.33,29.1250,0,0,0,3.33,95.00
1236966,-0.0438,-0.1779,-4.0263,-0.85,-1.07,0.06,29.34,29.1250,0,0,0,3.34,95.00
1237005,-0.0375,-0.1813,-4.0263,-0.92,-1.00,-0.01,29.34,29.1250,0,0,0,3.34,95.00
1237043,-0.0321,-0.1808,-4.0287,-0.85,-1.14,0.06,29.36,29.1250,0,0,0,3.33,95.00
1237091,-0.0477,-0.1720,-4.0278,-0.78,-1.21,0.06,29.30,29.1250,0,0,0,3.34,94.44
1237168,-0.0404,-0.1715,-4.0312,-0.78,-1.42,-0.01,29.34,29.1250,0,0,0,3.34,95.00
